1.040159,0.307264,4.321948,-0.309773,1.344003,2.440937,2.836386,0.102245,0.723048,0.598635,0.099369,-0.052154,
1.428735,-0.224226,3.791395,0.604831,1.311834,1.708821,3.360409,0.122305,0.747403,0.618863,-0.070945,-0.006258,
1.816487,-0.011130,2.811479,0.713388,2.049108,1.158517,3.786726,0.462150,0.706027,0.059141,-0.046780,0.088156,
1.951816,-0.104476,3.013573,0.680772,2.375038,2.020036,3.201993,1.278500,0.202352,-0.579272,0.022331,0.161086,
2.537709,0.026117,3.528367,0.798475,2.001612,2.666023,3.190499,1.064282,0.115444,-0.411839,-0.083661,0.140625,
3.094657,0.924293,3.773754,-0.095697,1.454453,3.427193,4.105913,-0.026432,0.299050,0.034558,-0.310433,0.127324,
3.456761,1.106992,2.589423,-0.104503,1.719766,3.584512,3.957708,-0.153462,0.344315,-0.034126,-0.301121,0.135736,
3.584729,1.141747,2.793541,1.683214,2.118800,3.487111,3.799544,0.572679,0.591861,-0.279917,-0.273301,0.122911,
4.098678,1.907266,2.201321,1.898888,2.552399,3.193243,3.397303,1.273720,0.717677,-0.342731,-0.179192,0.074156,
4.661833,2.113748,1.771772,1.746942,3.709081,3.342317,2.914319,1.667872,0.472743,-0.184493,-0.112314,0.074141,
3.904069,2.430467,1.670506,1.944061,3.387589,3.274312,2.538268,1.696602,0.346431,-0.117283,-0.086885,0.072330,
4.194110,2.507273,1.532601,2.097450,3.849455,3.546135,2.618030,1.806349,0.702373,0.094281,-0.192267,0.048514,
5.138657,2.525310,1.267799,1.968327,4.678804,3.716361,2.739303,1.982792,1.000037,0.131641,-0.133132,0.031908,
5.576293,2.470125,0.662605,2.099902,4.684465,4.009570,2.933138,1.643586,0.981248,0.095625,-0.119058,0.028137,
4.503631,2.564787,0.925583,1.522110,3.373275,4.053776,3.055826,1.589039,0.555436,0.008767,-0.272754,0.026414,
4.739255,2.549638,0.440488,0.615023,2.914568,4.121563,3.235863,1.452060,0.114506,-0.047032,-0.267903,0.027612,
6.287661,2.141198,0.308827,0.489965,4.808737,4.417231,2.662614,2.407281,-0.260755,0.048728,-0.028797,0.010142,
6.099724,2.259547,0.303273,1.062432,5.028175,4.636659,2.773224,1.913325,-0.002540,0.099408,-0.001877,0.051363,
5.507732,2.688627,0.003502,0.388055,3.301074,4.884189,3.649038,1.288096,-0.194437,-0.109971,-0.135020,0.075022,
5.165972,2.381575,-0.549066,-0.451354,2.382414,4.580806,3.850350,1.250583,-0.479386,-0.199766,-0.231505,0.075545,
6.095831,2.255675,-1.235739,-0.565325,2.667934,4.744107,4.381643,1.693234,-0.972591,-0.439145,-0.199624,0.110412,
6.639025,2.390557,-1.318153,-0.591480,3.163722,4.944460,4.506524,2.183484,-1.135812,-0.526165,-0.205447,0.129491,
5.673142,2.660311,-0.879525,-0.987676,2.358159,5.146218,4.549682,1.464769,-0.839737,-0.368710,-0.299649,0.105836,
5.429248,2.551555,-0.885905,-1.139391,2.047935,4.961971,4.476665,1.428453,-0.709264,-0.334090,-0.350593,0.081672,
6.309343,2.307047,-1.336826,-1.159680,2.359221,4.993737,4.765824,1.993565,-1.063587,-0.601722,-0.306101,0.096083,
7.035812,1.939513,-1.832981,-0.900333,3.372785,4.511706,4.420607,2.828793,-1.281164,-0.739494,-0.309018,0.114791,
5.555115,2.299620,-1.490141,-1.651286,1.820016,4.912218,4.760143,1.721193,-0.839668,-0.560543,-0.397773,0.082226,
6.172789,2.660556,-1.455568,-1.784092,1.639402,4.800909,4.886759,2.200638,-0.705608,-0.662923,-0.465917,0.050645,
7.373831,2.640463,-1.508177,-1.237313,2.209880,4.328443,4.793673,3.110898,-0.590902,-0.696930,-0.449265,0.027688,
7.626963,2.625361,-0.917373,-1.698112,2.447495,4.245587,4.520057,3.541079,-0.422253,-0.595902,-0.391078,-0.014977,
5.111693,2.643152,-0.317431,-1.216979,1.564002,4.020508,3.758611,1.923000,0.066196,-0.079410,-0.280393,0.019960,
5.115517,2.247055,1.001491,0.060700,4.019804,4.311081,2.245806,2.206651,0.334208,-0.025699,-0.116731,-0.027750,
4.982458,1.394140,2.585426,0.070964,5.272008,3.567914,1.615159,2.540126,0.673554,0.205832,-0.114793,-0.083739,
3.983029,1.994723,2.167579,1.422564,4.580309,2.503321,0.378103,2.325996,1.178426,0.724646,-0.259565,-0.122042,
4.364582,1.738686,2.046458,1.423009,3.654477,1.800769,0.277479,1.809349,1.096010,0.979490,-0.175070,-0.143254,
5.294611,1.668732,2.120170,1.343534,1.936468,0.288889,0.884559,1.255603,1.142335,0.928009,0.012223,-0.082701,
3.836767,2.794130,2.088136,1.686937,1.364235,0.364071,0.242860,1.034151,1.185449,0.647947,-0.035865,-0.018060,
5.123360,3.936155,2.919037,1.680213,1.324080,-0.638567,-0.508375,1.023264,1.129840,0.919225,0.216835,0.055588,
5.753190,4.634939,3.455073,1.635705,1.245978,-0.758766,-0.484294,1.121950,1.031877,0.902519,0.361394,0.091242,
6.183451,5.066968,3.865017,1.568079,2.107036,-1.062032,-1.156783,1.727618,1.244229,0.631563,0.374352,0.061320,
5.400850,4.967872,4.339924,2.251336,1.804484,-0.295508,-1.094156,0.906964,0.493411,0.246789,0.204197,0.056160,
5.803330,5.382050,4.870630,2.233651,2.080665,-0.728823,-2.050716,0.502288,-0.286124,-0.068036,0.141901,0.036242,
6.116206,5.698945,5.012046,2.155554,1.780919,-0.908841,-2.065992,0.161477,-0.558769,-0.277886,0.080540,0.022338,
5.549938,5.487333,4.797370,2.748688,1.415730,-0.527019,-1.449702,-0.728273,-0.669106,-0.239676,-0.146918,0.011971,
5.150963,5.144347,4.543036,3.020457,1.463374,-0.414228,-1.232836,-0.911409,-0.621346,-0.258573,-0.224851,-0.005032,
5.796223,5.840352,5.410201,3.485587,2.091543,-0.964330,-1.622852,-0.258053,-0.579970,-0.621557,-0.190563,-0.001272,
6.402664,5.707171,6.059198,2.782754,3.164580,-1.565807,-2.201333,0.536786,-0.789411,-0.735140,-0.161686,-0.043542,
5.335042,5.224909,5.219570,2.784928,2.381467,-0.514076,-1.992750,-0.013070,-0.762224,-0.375963,-0.204133,-0.046051,
4.563435,4.497748,4.323366,3.002544,2.221980,0.348622,-0.766855,-0.257718,-0.683116,-0.510291,-0.177050,-0.071319,
5.074159,5.208407,5.521177,3.468725,2.911404,-0.670042,-2.031159,0.466352,-0.730259,-0.725464,-0.352761,-0.092099,
6.539379,5.292796,6.950747,2.200377,4.658257,-2.165787,-2.671930,1.129951,-0.859093,-1.026530,-0.422874,-0.136030,
6.021552,5.392840,6.230443,3.348118,4.054734,-1.368334,-2.409043,0.890622,-0.884665,-0.971550,-0.444988,-0.157638,
