8.385646,1.536858,-1.104459,0.808451,0.216819,-3.012467,-1.784578,-0.175778,-0.439508,-0.557818,-0.185574,0.107474,
6.445013,1.227894,0.496821,0.900584,1.824331,0.596468,1.999608,2.772672,-0.080439,-0.421611,0.006774,0.075879,
7.134383,4.726425,1.434624,-0.879819,0.116024,0.241241,0.020654,-0.058577,-0.892439,-0.461081,-0.094030,0.036206,
6.789660,5.402438,3.016200,0.223053,-0.849375,-1.178917,-0.412342,0.365791,0.407317,0.327869,0.180929,0.018667,
7.960914,4.469824,0.343485,-2.356903,-1.059446,0.484401,0.804833,0.632674,0.033566,-0.058737,0.008852,0.018807,
5.497402,2.580924,0.641067,-0.578135,1.538552,2.505930,2.295393,1.544790,0.142981,-0.164202,-0.024584,0.048926,
5.407700,4.492024,3.314265,3.253626,4.138289,-1.071865,0.697958,0.524806,-0.537051,-1.321180,-0.492902,-0.041651,
5.118944,4.666259,3.778044,1.817737,2.586364,1.922957,1.154450,0.896594,-0.910306,-0.640988,-0.028036,-0.067260,
8.313125,2.349769,-1.008695,-0.119151,0.355932,-1.822255,-0.491405,1.279480,0.292503,-0.141008,-0.207974,0.049328,
6.394759,-0.690105,-0.387673,0.432275,3.510120,3.076002,1.593721,3.063225,-0.524723,-1.127049,0.042122,0.129256,
7.095234,3.199553,0.634836,1.736169,1.768106,-1.050586,-0.056929,0.446356,-0.889235,-1.117426,-0.388034,0.074734,
7.088763,2.332907,-0.556665,-0.798947,1.658389,1.300200,0.128572,0.092735,0.364321,0.352108,0.220695,0.024994,
0.080774,-2.718597,2.390991,-2.051647,-1.276385,0.325274,1.751702,0.787366,0.743661,0.383806,-0.122000,0.054099,
6.085774,2.937388,-0.457739,-0.833926,2.673834,5.263539,4.359106,1.461747,-0.567821,-0.375819,-0.230731,0.113006,
5.572446,5.166459,4.416288,2.762901,1.661231,-0.170217,-0.903539,-0.784128,-0.668887,-0.370029,-0.218626,-0.035208,
4.360273,2.680981,1.936969,1.605453,3.052109,3.289100,2.772564,1.729429,0.301719,-0.177991,0.046861,0.098314,
7.926804,0.979066,0.173063,-1.637872,-0.017325,-0.888352,-2.908362,0.601526,0.173533,-0.522699,-0.070146,-0.011766,
7.648551,0.839649,-1.809409,1.000415,1.781805,1.478460,3.301929,2.908056,-0.237940,-0.989445,-0.221986,0.134246,
7.242385,2.205590,0.623372,0.335506,1.856217,-1.761086,-2.257073,-0.221857,-0.939786,0.184087,0.193044,0.039888,
5.259254,4.075450,2.940629,0.997024,0.956319,0.351237,0.555096,1.270950,1.099913,0.806627,0.333597,0.067745,
6.720801,4.381498,1.217055,-1.073188,-0.086133,1.439401,1.796063,1.151595,0.445648,0.356793,0.159051,0.085147,
6.562256,3.127933,-0.421377,-1.542075,1.225770,3.683556,3.868200,2.087282,0.015318,-0.240869,-0.282735,0.001107,
5.677812,4.214656,3.866372,4.622509,3.225351,-0.385045,-0.624633,0.558084,-0.073442,-1.162628,-0.493348,-0.057797,
4.463690,4.475702,4.717669,3.548950,3.218415,2.201011,0.858493,0.671157,0.218065,-0.043796,0.095616,-0.023952,
7.730825,2.098337,-0.547789,-0.434639,1.098501,-0.473819,0.209796,2.008685,0.374409,-0.144643,-0.168874,0.026039,
6.996417,-0.001718,-2.025227,1.781459,3.397695,2.209112,2.911330,2.331047,-0.472883,-0.931480,-0.141509,0.186099,
6.392161,3.356754,2.200122,0.574529,3.906173,-1.110536,-0.838808,1.341725,-1.539843,-0.724676,-0.423054,0.013433,
3.643805,2.878749,2.715804,1.768768,2.378791,1.876260,1.591180,1.294013,0.794313,0.517192,0.237272,0.074476,
1.608984,-0.002365,5.527198,0.697297,0.683931,1.955873,2.756320,0.503281,0.667419,0.342990,-0.132834,0.098575,
5.149907,2.269998,0.892430,-0.232157,4.261474,5.911898,2.692766,1.086492,-0.357059,-0.223694,0.145246,0.155427,
4.997458,4.788114,4.477582,3.138540,2.775983,1.048799,-0.083985,-0.104450,-0.294855,-0.217376,-0.109746,-0.057680,
3.884667,3.422967,3.501202,2.879368,3.837151,2.914725,1.821020,1.409549,0.585769,0.522449,0.311884,0.084710,
